order,name,altName,cer,lat,lon,writ,type,countr,ha,bibl
642,Māliku,"Māliku, Maliku",–,–,–,"URU.ma-li-ku, 𒌷𒈠𒇷𒆪, URU.ma-li-ki, 𒌷𒈠𒇷𒆠",town,"Ǧazīra (?), Rāši (?), Syria (?), Iran (?)",–,"Bagg RGTC 7 2/2: 385 (Māliku), Bagg RGTC 7 3/1: 386 (Māliki) (?), Parpola Toponyms: 234–235 (Malaku)"
664,Māt Tāmti,"Māt-tâmti, Māt Tāmti, Sealand",2,–,–,–,territory,–,16 B2,Helsinki Atlas: 13 (map 16 B2)
1114,Māt-Aššur,"Māt-Aššur, Assyria",1,–,–,–,country,"Assyria, Iraq",–,–
667,Māzamua,"Māzamua, Mazamūa, Mazamua, Zamua, Zamē, Zamū, Zamūa, Zamua-ša-bītāni, Zamua-ša-bētāni, Lullumû, Lullumu, Lullumê, Lullume, Lullu, Lullue, Lullubu, Lullubum, Lulubum, Lulume, Lulunum, Lulununa, Lullûn, Māt-Lullubê, Māt-Lullubî, Luluwa, Šahrezōr plain, Shahrazūr, Shārazūr, Sharezûr, شهرزور, شارزور",2,–,–,"ma-za-mu-a, 𒈠𒍝𒈬𒀀, KUR.ma-za-mu, 𒆳𒈠𒍝𒈬, KUR.ma-za-mu-a, 𒆳𒈠𒍝𒈬𒀀, KUR.ma-za-mu-u-a, 𒆳𒈠𒍝𒈬𒌋𒀀, KUR.za-mu-a, 𒆳𒍝𒈬𒀀, KUR.za-mu-a-ša-be-ta-a-ni, 𒆳𒍝𒈬𒀀𒊭𒁁𒋫𒀀𒉌, KUR.za-mu-a-šá-be-ta-a-ni, 𒆳𒍝𒈬𒀀𒃻𒁁𒋫𒀀𒉌, KUR.za-mu-a-šá-bé-ta-a-ni, 𒆳𒍝𒈬𒀀𒃻𒁉𒋫𒀀𒉌, KUR.za-mu-a-ša-É-a-ni, 𒆳𒍝𒈬𒀀𒊭𒂍𒀀𒉌, KUR.za-mu-a-šá-É-a-ni, 𒆳𒍝𒈬𒀀𒃻𒂍𒀀𒉌, KUR.za-mu-u, 𒆳𒍝𒈬𒌋, URU.ma-za-mu-a, 𒌷𒈠𒍝𒈬𒀀, URU.ma-za-mu-u-a, 𒌷𒈠𒍝𒈬𒌋𒀀, URU.za-mu-a, 𒌷𒍝𒈬𒀀, URU.za-mu-u-a, 𒌷𒍝𒈬𒌋𒀀, URU.KUR.za-mu-a, 𒌷𒆳𒍝𒈬𒀀, KUR.ma-za-mu-a-a, 𒆳𒈠𒍝𒈬𒀀𒀀, KUR.lu-lu, 𒆳𒇻𒇻, KUR.lu-lu-me-e, 𒆳𒇻𒇻𒈨𒂊, KUR.lu-lu-mi-i, 𒆳𒇻𒇻𒈪𒄿, KUR.lu-ul-lu, 𒆳𒇻𒌌𒇻, KUR.lu-ul-lu-me-e, 𒆳𒇻𒌌𒇻𒈨𒂊, KUR.lul-bi-i, 𒆳𒈜𒁉𒄿, KUR.lul-lu-mé-e, 𒆳𒈜𒇻𒈪𒂊, KUR.lul-lu-mi-i, 𒆳𒈜𒇻𒈪𒄿, KUR.lul-lu-mì-i, 𒆳𒈜𒇻𒈨𒄿, URU.lu-lu-me, 𒌷𒇻𒇻𒈨, URU.lul-lu-mi-i, 𒌷𒈜𒇻𒈪𒄿","country, province, city, prov. capital","Iraq, Iran (?), Zagros",11 A1,"Bagg RGTC 7 3/2: 617–620 (Zamua), Bagg RGTC 7 3/1: 376–377 (Lullumê), Helsinki Atlas: 13 (map 11 A1), Parpola Toponyms: 381–382 (Zamua), Parpola Toponyms: 228–229 (Lullumû), Radner (2006): RlA 11: 51–52, <a href='https://www.geonames.org/9873303/qeza-i-sharezur.html' target='_blank'>Geonames: Qeza-î Sharezûr</a>, <a href='http://oracc.museum.upenn.edu/saao/knpp/peoplegodsplaces/index.html' target='_blank'>Knowledge and Power: Mazamua</a>, <a href='https://www.ucl.ac.uk/sargon/peoplegodsplaces' target='_blank'>Assyrian empire builders: Mazamua</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Lullume)</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Lullume)</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>RIAo Glossary: Ethnic (Lullumu)</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Lullumu)</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>SAAo Glossary: Ethnic (Mazamuaya)</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Mazamua)</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Mazamua)</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Mazamua)</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>ATAE Glossary: Ethnic (Zamuaya [OF ZAMUA]</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>RIAo Glossary: Ethnic (Zamuayu)</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Zamua)</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Zamua)</a>"
669,Māʾab,"Māʾab, Môʾāb, Moab",1,–,–,–,country,–,7 D5,Helsinki Atlas: 13 (map 7 D5)
676,Mēturna,"Mēturna, Mê-Turnat, Mê-Turran, Mê-Turan, Mê-Turnu, Tell Ḥaddād (?), Haddad (?), Tell al-Sīb (?), es-Sib (?), Tulul Baradan (?), Tell Baradan (?)",1,34.1911482651075,45.05111945502654,–,city,"Babylonia, Iraq",10 D2,"Helsinki Atlas: 13 (map 10 D2), <a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: Mê Turan (Tell Baradan)</a>, <a href='https://pleiades.stoa.org/places/894042' target='_blank'>Pleiades: Me-Turnat</a>"
687,Mūru,"Mūru, Muru, Tibil, Tipil, Öncüpınar, ‘Ayn Dārah (?), Aïn Dâra (?), Aïne Darah (?), عين دارة, Aandâra (?), ‘Ayndārah (?), عيندارة, Tell ʿAin Dara (?)",3,36.6442699725829,37.0910896396424,"URU.mu-u₂-ru, 𒌷𒈬𒌑𒊒","city, fortified city","Bīt-Agūsi, Turkey, Syria (?)",2 D4,"Bagg RGTC 7 1: 177, Helsinki Atlas: 13 (map 2 D4), Parpola Toponyms: 249, <a href='https://www.google.com/maps/d/u/0/viewer?mid=1XWivnuuHzEfy0BJ6nMOdRbkLojLzahA&ll target='_blank'>Maija Holappa's map</a>, <a href='https://www.geonames.org/303498/oencuepinar.html' target='_blank'>Geonames: Öncüpınar/Tibil</a>, <a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: (Tell ʿAin Dara)</a>, <a href='https://www.geonames.org/172144/-ayn-darah.html' target='_blank'>Geonames: ‘Ayn Dārah</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Muru [1])</a>"
692,Mūši,"Mūši, Muši",3,36.524114672955,44.399526778822,"URU.mu-ši, 𒌷𒈬𒅆",town,Iraq,4 D5,"Bagg RGTC 7 2/1: 417 (Muši), Helsinki Atlas: 13 (map 4 D5), Parpola Toponyms: 252 (Muši), <a href='https://www.google.com/maps/d/u/0/viewer?mid=1XWivnuuHzEfy0BJ6nMOdRbkLojLzahA&ll target='_blank'>Maija Holappa's map</a>, <a href='https://www.ucl.ac.uk/sargon/peoplegodsplaces' target='_blank'>Assyrian empire builders: Muši</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Muši [1])</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Muši [1])</a>"
695,Nabada,"Nabada, Tell Beidar, Tell Beydar, Tall Baiydar, تل بيدر",–,36.73799350230982,40.58711854151343,–,city,"Hurrians, Syria",–,<a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: Nabada (Tell Beidar)</a>
696,Nabajāti,"Nabajāti, Nabâtu, Nebaʾāti, Nabayataya, Nabayatuwa, Nabayatean, Nabayatu, nbyt, n<sup>e</sup>bāyôt, נְבָיוֹת, nbyh, 𐡍𐡁𐡉𐡄",–,–,–,"KUR.na-ba-a-a-te, 𒆳𒈾𒁀𒀀𒀀𒋼, KUR.na-ba-a-a-ti, 𒆳𒈾𒁀𒀀𒀀𒋾, LÚ.na-ba-a-a-ti, 𒇽𒈾𒁀𒀀𒀀𒋾, URU.na-ba-a-a-ti, 𒌷𒈾𒁀𒀀𒀀𒋾, KUR.na-ba-a-a-ta-a-a, 𒆳𒈾𒁀𒀀𒀀𒋫𒀀𒀀, KUR.na-ba-a-a-ti-a-a, 𒆳𒈾𒁀𒀀𒀀𒋾𒀀𒀀, LÚ.na-ba-a-a-ta-a-a, 𒇽𒈾𒁀𒀀𒀀𒋫𒀀𒀀, LÚ.né-ba-ʾa-a-ti, 𒇽𒉌𒁀𒀪𒀀𒋾, LÚ.na-ba-a-tu-ú-a, 𒇽𒈾𒁀𒀀𒌅𒌑𒀀, נְבָיוֹת, nbyh, 𐡍𐡁𐡉𐡄","Arabic tribe, territory",Arabian Peninsula,–,"Bagg RGTC 7 2/2: 439–440, Parpola Toponyms: 254, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>SAAo Glossary: Ethnic (Nabayataya [NABAYATEAN])</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>SAAo Glossary: Ethnic (Nabayati [NABATAEAN])</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>RIAo Glossary: Ethnic (Nabayatu [NABAYATEAN])</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>RINAP Glossary: Ethnic (Nabayatu [NABAYATEAN])</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>SAAo Glossary: Ethnic (Nabayatuwa)</a>"
698,Nabula,"Nabula, Nabulu, Napulu, Nabuli, Nablu, Nawila, Nawalā, Nawala, Nawali, Nawar (?), Nabur (?), Girnavaz Höyük, Girnavaz, Gir Nawas",1,37.10507010079371,41.23048371755741,"URU.na-bu-la, 𒌷𒈾𒁍𒆷, URU.na-bu-lu, 𒌷𒈾𒁍𒇻, URU.na-bul, 𒌷𒈾𒇧",town,"Ḫābūr triangle, Turkey",3 E3,"Bagg RGTC 7 2/2: 441 (Nabulu), Helsinki Atlas: 13 (map 3 E3), Parpola Toponyms: 258 (Napulu), <a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: Nawali / Nabula (Girnavaz)</a>, <a href='https://zenodo.org/record/5217600' target='_blank'>CIGS: Girnavaz</a>, <a href='https://books.openedition.org/cdf/4487' target='_blank'>MTT I/3: Nabula/Girnavaz (HIGEOMES Nr. 44)</a>, <a href='https://pleiades.stoa.org/places/539776278' target='_blank'>Pleiades: Nabulu</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Nabulu [1])</a>"
1266,Nabur,Nabur,–,–,–,"URU.na-bu-ur, 𒌷𒈾𒁍𒌨",town,"Assyria, Barḫalza province, Iraq",–,"Bagg RGTC 7 2/2: 441, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Nabur [1])</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Nabur [1])</a>"
697,Nabû Temple of Kalḫu,"Ezida, Bīt-Nabû, Bit-Nabû, Bit-Nabu, Bēt-Nabû, Bet-Nabû, Bet-Nabu, Nabû Temple of Kalḫu",–,36.0970655912,43.3303415509,"É.ZI.DA, 𒂍𒍣𒁕, É-<sup>d</sup>AG, 𒂍𒀭𒀝, É-<sup>d</sup>PA, 𒂍𒀭𒉺",temple,"Central Assyria, Kalḫu province, Kalḫu, Iraq",–,"George 1993: House Most High: 160, <a href='https://pleiades.stoa.org/places/242008148' target='_blank'>Pleiades: Ezida (Kalhu)</a>, <a href='http://oracc.museum.upenn.edu/saao/knpp/peoplegodsplaces/index.html' target='_blank'>Knowledge and Power: Ezida</a>, <a href='https://www.ucl.ac.uk/sargon/peoplegodsplaces' target='_blank'>Assyrian empire builders: Ezida</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-temple/onebigfile.html' target='_blank'>ATAE Glossary: Temple (Ezida [TEMPLE OF NABU])</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-temple/onebigfile.html' target='_blank'>SAAo Glossary: Temple (Ezida [TEMPLE OF NABU])</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-temple/onebigfile.html' target='_blank'>RIAo Glossary: Temple (Ezida)</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-temple/onebigfile.html' target='_blank'>RINAP Glossary: Temple (Ezida)</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-temple/onebigfile.html' target='_blank'>ATAE Glossary: Temple (Bit-Nabu [TEMPLE OF NABU])</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-temple/onebigfile.html' target='_blank'>SAAo Glossary: Temple (Bit-Nabu [TEMPLE OF NABU])</a>"
1116,Nabātu,"Nabātu, Nabâtu, Nabāta, Nabatu, Nabatean",–,–,–,"LÚ.na-ba-a-tu, 𒇽𒈾𒁀𒀀𒌅, LÚ.na-ba-tu, 𒇽𒈾𒁀𒌅, LÚ.na-ba-tú, 𒇽𒈾𒁀𒌓, LÚ.na-bat-a-a, 𒇽𒈾𒁁𒀀𒀀",Aramean tribe,"Babylonia, Iraq",–,"Bagg RGTC 7 3/1: 419–420, Parpola Toponyms: 254, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>SAAo Glossary: Ethnic (Nabataya)</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>RINAP Glossary: Ethnic (Nabatu)</a>"
700,Nagiāti,"Nagiāti, Nagiātu, Nagiāte, Nagiati, Nagiatu, Nagiate, Bāġūz aš-Šimālī, Bāghūz Fawqānī, باغوز فوقاني",3,34.45781,40.931711,"URU.na-gi-a-te, 𒌷𒈾𒄀𒀀𒋼",town,"Lāqê (?), Syria",9 C2,"Helsinki Atlas: 13 (map 9 C2), Bagg RGTC 7 2/2: 442 (Nagiāte 1), <a href='https://www.geonames.org/171943/baghuz-fawqani.html' target='_blank'>Geonames: Bāghūz Fawqānī/Bāghūz ash Shamālī</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Nagiatu)</a>"
701,Nagsu,"Nagsu, Naĝsu, U175 (?)",4,31.69661882576073,45.78302693517902,–,city,"Babylonia, Iraq",–,<a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: Nagsu? (U175)</a>
704,Nahr el-Kelb,"Nahr el-Kelb, Nahr al-Kalb",–,33.955434,35.597312,–,monument,Lebanon,8 A3,"Helsinki Atlas: 28 (map 8 A3), <a href='https://pleiades.stoa.org/places/2970016' target='_blank'>Pleiades: Nahr al-Kalb monuments</a>"
705,Najafehabad,"Najafehabad, Nağafabad, Najafabad",–,34.4295,47.86967,–,monument,"Iran, Kišēsim",11 B2,Helsinki Atlas: 28 (map 11 B2)
706,Nal,Nal,2,–,–,–,mountain,–,4 B5,Helsinki Atlas: 13 (map 4 B5)
707,Nampigu,"Nampigu, Nappigi, Nappigu, Menbiğ, Membiğ, Bambykē, Manbij",–,36.52828807598983,37.95515225576806,–,city,Syria,3 A4,"Helsinki Atlas: 13 (map 3 A4), <a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: Nappigi (Manbij)?</a>"
708,Namri,Namri,2,–,–,–,country,–,11 B2,Helsinki Atlas: 13 (map 11 B2)
709,Namrītu,"Namrītu, Nāudār",–,–,–,–,river,–,11 B2,Helsinki Atlas: 13 (map 11 B2)
1183,Nanzu,Nanzu,–,–,–,"URU.na-an-zu, 𒌷𒈾𒀭𒍪","city, fortified city","Mannāja, Zikirtu, Aukanê, Iran",–,"Bagg RGTC 7 3/1: 426, Parpola Toponyms: 258, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Nanzu)</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Nanzu)</a>"
710,Napata,"Napata, Νάπατα, Ναπάται, Jebel Barkal",–,18.53526529993887,31.83038033038094,–,"capital, city","Kūsu, Kush, Egypt, Sudan",–,<a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: Napata (Jebel Barkal)</a>
1148,Napigi,"Napigi, Nappigi",–,–,–,"URU.na-pi-gi, 𒌷𒈾𒉿𒄀",town,"Māzamua, Iraq",–,"Bagg RGTC 7 3/1: 427 (Nappigi 2), <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Nappigi)</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Nappigi)</a>"
711,Napisina,Napisina,–,–,–,"URU.na-pi-si-na, 𒌷𒈾𒉿𒋛𒈾",town,"Assyria, Kalḫu province (?), Iraq",–,"Bagg RGTC 7 2/2: 447, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Napisina)</a>"
712,Napisu,"Napisu, Napissu, Napišu",–,–,–,"URU.na-pi-su, 𒌷𒈾𒉿𒋢, na-pi-šá-a-a, 𒈾𒉿𒃻𒀀𒀀, KUR.na-pi-sa-a-a,𒆳𒈾𒉿𒊓𒀀𒀀",town,"Assyria, Laḫīru, Iraq",–,"Bagg RGTC 7 2/2: 447, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Napisu [1])</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Napisu [1])</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>ATAE Glossary: Ethnic Names (Napisaya [1])</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>SAAo Glossary: Ethnic Names (Napisaya [1])</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>SAAo Glossary: Ethnic Names (Napisaya [of Napisu])</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>ATAE Glossary: Ethnic Names (Napisaya [of Napisu])</a>"
719,Natḫu,"Natḫu, Natḫû, Nathō, Leontōn Polis, Leontopolis, Tall al-Muqdām, Tell el-Moqdam",–,30.67955267607982,31.35798643371009,"URU.na-at-ḫu-ú, 𒌷𒈾𒀜𒄷𒌑",city,"Muṣur, Egypt",–,"Bagg RGTC 7 2/2: 451 (Natḫû 2), <a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: Leontopolis (Tell el-Moqdam)</a>, <a href='https://pleiades.stoa.org/places/727147' target='_blank'>Pleiades: Leontopolis</a>"
720,Natḫû,"Natḫû, Nathō, Leontōn Polis, Leontopolis, Tall al-Yahūdīya, Tell el-Yahudiya",–,30.29210010433319,31.33083796695469,"URU.na-at-ḫu-ú, 𒌷𒈾𒀜𒄷𒌑",city,"Muṣur, Egypt",–,"Bagg RGTC 7 2/2: 451 (Natḫû 1), <a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: Nathû / Lentopolis (Tell el-Yahudiya)</a>, <a href='https://pleiades.stoa.org/places/727146' target='_blank'>Pleiades: Leontopolis</a>"
721,Naʾiri,"Naʾiri, Nairi",2,–,–,–,region,–,3 D3,Helsinki Atlas: 14 (map 3 D3)
702,Naḫal Muṣur (alt. loc.),"Naḫal Muṣur (alt. loc.), Wādī Ġazza",–,–,–,–,river,–,–,–
703,Naḫal-Muṣur,"Naḫal-Muṣur, Naḫal Muṣur, Nahal Muṣur, Naḥal Mizraim, נהל מצרים, נחר מצרים, River of Egypt, Brook of Egypt, Wādī al-ʿArīš, وادي العريش, Naḥal Beśor (?), Wādī Ġazza (?)",2,31.14541,33.80714,"na-ḫal KUR.mu-ṣur, 𒈾𒄬𒆳𒈬𒀫, na-ḫal KUR.mu-uṣ-ri, 𒈾𒄬𒆳𒈬𒊻𒊑, na-ḫal KUR.mu-ṣur-ri, 𒈾𒄬𒆳𒈬𒀫𒊑, na-ḫal KUR.mu-uṣ-ri, 𒈾𒄬𒆳𒈬𒊻𒊑, נחל מצרים, נהר מצרים","river, valley","Egypt, Sinai",13 C3,"Bagg RGTC 7 1: 291, Helsinki Atlas: 14 (map 13 C3), Parpola Toponyms: 256, <a href='https://www.geonames.org/360180/wadi-al-arish.html' target='_blank'>Geonames: Wādī al ‘Arīsh</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-waters/onebigfile.html' target='_blank'>RIAo Glossary: Waters (Nahal Muṣur [BROOK OF EGYPT])</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-waters/onebigfile.html' target='_blank'>RINAP Glossary: Waters (Nahal Muṣur [BROOK OF EGYPT])</a>"
