appended,state,order,title,altName,cer,lat,lon,writ,type,countr,ha,bibl
2024-02-06-(16-19-18),new,1188,Tesammia,Tesammia,–,–,–,"URU.te-sa-am-mi-a, 𒌷𒋼𒊓𒄠𒈪𒀀","city, fortified city","Mannāja, Zikirtu, Aukanê, Iran",–,"Bagg RGTC 7 3/2: 561, Parpola Toponyms: 351, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Tesammia)</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Tesammia)</a>"
2024-02-13-(20-40-10),new,1189,Turtani,"Turtani, Turtānu, Turtanu",–,–,–,"KUR.tu-ur-ta-ni, 𒆳𒌅𒌨𒋫𒉌",mountain,"Māzamua, Iraq",–,"Bagg RGTC 7 3/2: 573, Parpola Toponyms: 360 (Turtānu), <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Turtani [MOUNT TURTANI])</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Turtani [MOUNT TURTANI])</a>"
2024-02-15-(14-47-16),new,1190,Elaniu,"Elaniu, Jabal Kūnah Gūrig, جبل كونة گورگ, Jabal Kūnākūrik, جبل كوناكورك, Kēw-ē Kunagurg",–,35.73075,45.91057,"KUR.e-la-ni-ú, 𒆳𒂊𒆷𒉌𒌑",mountain,"Māzamua, Iraq",–,"Bagg RGTC 7 3/1: 211–212, Parpola Toponyms: 123, Speiser (1926–1927): Southern Kurdistan in the Annals of Ashurnasirpal and Today. AASOR 8: 27 and map, <a href='https://www.geonames.org/445994/jabal-kunah-gurig.html' target='_blank'>Geonames: Jabal Kūnah Gūrig</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Elaniu)</a>"
2024-02-15-(16-03-16),new,1191,Ediru,"Ediru, Edir, Rūdkhāneh-ye Qezeljeh Sū, رودخانه قزلجه سو, Nahr Qizljah Şū, نهر قزلجة صو, Chemî Qzłce, Čam-e Qizilja, Cham-i Qiz‘ua, Āv-e Sīval (?), Nahr Sīwayl (?), Āv-i-Sīwail (?), نهر سيويل, Cham Siwayl (?), چم سويل, Ṟûbarî Sîweyl (?), ڕووبارى سيوەيل, Āveh-ye Šalīr (?), Āveh-ye Shalīr (?), Āw-ē Shiler (?), آوه شلیر, Wādī Shilayr (?), وادي شلير, Ṟubarî Shlêr (?), Nahr Shalar (?), Nahr Shilayr (?)",–,–,–,"ÍD.e-di-ir, 𒀀𒇉𒂊𒁲𒅕, ÍD.e-di-ru, 𒀀𒇉𒂊𒁲𒊒",river,"Māzamua, Iraq, Iran",–,"Bagg RGTC 7 3/2: 749, Parpola Toponyms: 116 (Edir), Speiser (1926–1927): Southern Kurdistan in the Annals of Ashurnasirpal and Today. AASOR 8: 27 and map, <a href='https://www.geonames.org/3060/rudkhaneh-ye-qezeljeh-su.html' target='_blank'>Geonames: Rūdkhāneh-ye Qezeljeh Sū</a>, <a href='https://www.geonames.org/92203/cham-i-qiz-ua.html' target='_blank'>Geonames: Cham-i Qiz‘ua</a>, <a href='https://www.geonames.org/90654/nahr-siwayl.html' target='_blank'>Geonames: Nahr Sīwayl</a>, <a href='https://www.geonames.org/91137/aveh-ye-shalir.html' target='_blank'>Geonames: Āveh-ye Shalīr</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-waters/onebigfile.html' target='_blank'>RIAo Glossary: Waters (Edir)</a>"
2024-02-15-(16-41-10),new,1192,Sarun,Sarun,–,–,–,"URU.sa-ru-un, 𒌷𒊓𒊒𒌦",town,"Assyria, Iraq (?)",–,"Bagg RGTC 7 2/2: 525–526, Parpola Toponyms: 306, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Sarun)</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Sarun)</a>"
2024-02-15-(16-51-43),new,1193,Birdunu,Birdunu,–,–,–,"URU.bir-du-nu, 𒌷𒄵𒁺𒉡",town,"Assyria (?), Iraq (?)",–,"Bagg RGTC 7 2/1: 104, Parpola Toponyms: 74, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Birdunu)</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Birdunu)</a>"
2024-02-15-(18-44-43),new,1194,Etini,"Etini, Etinu, Daru Dagh, Duru Dāġ, Dārū",–,35.81667,45.56667,"KUR.e-ti-ni, 𒆳𒂊𒋾𒉌, KUR.e-ti-na-a-a, 𒆳𒂊𒋾𒈾𒀀𒀀, KUR.e-ti-ni-a-a, 𒆳𒂊𒋾𒉌𒀀𒀀","mountain (?), mountains (?), country","Nimme, Māzamua, Iraq",–,"Bagg RGTC 7 3/1: 218–219, Parpola Toponyms: 126–127, Levine (1973): <i>Geographical Studies in the Neo-Assyrian Zagros I</i>. Iran 11: 11 (Daru Dagh), Speiser (1926–1927): <i>Southern Kurdistan in the Annals of Ashurnasirpal and Today</i>. AASOR 8: 27 and map, <a href='https://www.geonames.org/97137/daru.html' target='_blank'>Geonames: Dārū</a>, <a href='https://www.ucl.ac.uk/sargon/peoplegodsplaces' target='_blank'>Assyrian empire builders: Etini</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>SAAo Glossary: Ethnic (Etinaya [ETINEAN])</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>ATAE Glossary: Ethnic (Etinaya [OF ETINI]</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>RIAo Glossary: Ethnic (Etinayu [OF ETINI])</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>RINAP Glossary: Ethnic (Etinayu [OF ETINI])</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>SAAo Glossary: Ethnic (Etiniaya)</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Etinu)</a>"
2024-02-15-(21-19-37),new,1195,Tummu,"Tummu, Tumme",–,–,–,"KUR.tu-um-mi, 𒆳𒌅𒌝𒈪, KUR.tum₄-me, 𒆳𒉏𒈨",territory,Naʾiri,–,"Bagg RGTC 7 3/2: 570 (Tumme 1), Parpola Toponyms: 359, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Tummu)</a>"
2024-02-15-(22-28-42),new,1196,Aruni,"Aruni, Arunu, Arun, Kūh-e Kutur (?), Kird Kunī Kūtir (?), كرد كني كوتر, Kūh-e Reš (?), Gird-a Rash (?), Shax-î Girde Ṟesh (?), شاخى گردە ڕەش, Kirda Rashī (?), كرد رشي, Kirdash (?), كردش",–,–,–,"KUR.a-ru-ni, 𒆳𒀀𒊒𒉌",mountain,"Nimme, Iraq",–,"Bagg RGTC 7 3/1: 69, Parpola Toponyms: 37 (Arun), <a href='https://www.geonames.org/417208/gird-a-rash.html' target='_blank'>Geonames: Gird-a Rash</a>, <a href='https://www.geonames.org/7425916/kird-kuni-kutir.html' target='_blank'>Geonames: Kird Kunī Kūtir</a>, <a href='https://www.geonames.org/7426281/kirda-rashi.html' target='_blank'>Geonames: Kirda Rashī</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Arunu)</a>"
2024-02-15-(23-02-59),new,1197,Urina,"Urina, Urinu, Urini, Kūh-e Kutur (?), Kird Kunī Kūtir (?), كرد كني كوتر, Kūh-e Reš (?), Gird-a Rash (?), Shax-î Girde Ṟesh (?), شاخى گردە ڕەش, Kirda Rashī (?), كرد رشي, Kirdash (?), كردش, Shax-î Kune Kotir (?), شاخى كونە كۆتر, Jabal Kūnah Kawtir (?), جبل كونه كوتر, Kona Koter (?), Kūnah Kutar (?), Kūnah Kūtir (?)",–,–,–,"KUR.ú-ri-ni, 𒆳𒌑𒊑𒉌",mountain,"Nimme, Iraq",–,"Bagg RGTC 7 3/2: 605–606, Bagg RGTC 7 3/1: 69 (Aruni), Parpola Toponyms: 374 (Urini), <a href='https://www.geonames.org/417208/gird-a-rash.html' target='_blank'>Geonames: Gird-a Rash</a>, <a href='https://www.geonames.org/7425916/kird-kuni-kutir.html' target='_blank'>Geonames: Kird Kunī Kūtir</a>, <a href='https://www.geonames.org/7426281/kirda-rashi.html' target='_blank'>Geonames: Kirda Rashī</a>, <a href='https://www.geonames.org/94233/shax-i-kune-kotir.html' target='_blank'>Geonames: Shax-î Kune Kotir</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Urinu)</a>"
2024-02-22-(15-18-01),new,1198,pokus,pokus,–,–,–,pokus,"river, mountain, city",pokus,–,pokus
2024-02-22-(17-58-54),new,1198,Arubê,"Arubê, Arube",–,–,–,"URU.a-ru-be-e, 𒌷𒀀𒊒𒁁𒂊, URU.a-ru-bé-e, 𒌷𒀀𒊒𒁉𒂊",town,"Nimme, Iraq",–,"Bagg RGTC 7 3/1: 69, Parpola Toponyms: 34, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Arube)</a>"
2024-02-22-(18-12-30),new,1199,Arura,Arura,–,–,–,"URU.a-ru-ra, 𒌷𒀀𒊒𒊏 ",town,"Nimme, Iraq",–,"Bagg RGTC 7 3/1: 69–70, Parpola Toponyms: 37, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Arura)</a>"
2024-02-22-(20-12-29),new,1200,Surra,"Surra, Sarrah (?), Sarah (?), Sare (?), Sarrah (?), سارە, Surra (?), سرة",–,36.38864,44.77096,"URU.su-ur-ra, 𒌷𒋢𒌨𒊏",town,"Nimme, Iraq",–,"Bagg RGTC 7 3/2: 531–532, Parpola Toponyms: 319, <a href='https://www.geonames.org/447365/sarrah.html' target='_blank'>Geonames: Sarrah</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Surra)</a>"
2024-04-03-(20-37-09),new,1201,Kinneret,"Kinneret, Kinnereth, Kinrot, Kinnerot, Chinnereth, Chinnereth, כִנָּֽרֶת, Tel Kinrot, Tel Kinnerot, תל כנרות, Tell el-ʽOrēme, Tell el-'Oreimeh",–,32.86931566059242,35.53972345407124,"כנרת, כִנָּֽרֶת",city,Israel,–,"<a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: (Tel Kinnerot / Tell el-'Oreimeh)</a>, <a href='https://www.geonames.org/8140293/tel-kinrot.html' target='_blank'>Geonames: Tel Kinrot</a>, <a href='https://kinneret-excavations.org/tel-kinrot' target='_blank'>Kinneret Regional Project: Tel Kinrot</a>"
2024-05-07-(15-59-51),new,1202,Šaragītu,"Šaragītu, Šarragitu",–,–,–,"URU.šá-ra-gi-ti, 𒌷𒃻𒊏𒄀𒋾",city,"Babylonia, Bīt-Iakīn, Iraq",–,"Bagg RGTC 7 3/2: 507–508 (Sarragītu), Parpola Toponyms: 306 (Sarragitu), <a href='http://oracc.museum.upenn.edu/saao/knpp/peoplegodsplaces/index.html' target='_blank'>Knowledge and Power: Šarragitu</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Šarragitu)</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Šarragitu)</a>"
2024-05-07-(16-14-05),new,1203,Sargite,Sargite,–,–,–,"URU.sar-gi-te, 𒌷𒊬𒄀𒋼",city,"Babylonia (?), Iraq (?)",–,"Bagg RGTC 7 3/2: 505, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Sargite)</a>"
2024-09-17-(17-58-30),new,852,Saʾarru,"Saʾarru, Saʾarri, Šēru, Seir, śēʿîr, שֵׂעִיר, Saeira, Šaʿāra, Sha‘ārah, Sha`arah, Shaara, Châara, Chaara, شعارة",1,33.1095863663956,36.345868087335,"URU.sa-ʾa-ar-ri, 𒌷𒊓𒀪𒅈𒊑, שֵׂעִיר","town, territory",Syria,8 B3,"Bagg RGTC 7 1: 205 (Saʾarri), Helsinki Atlas: 16 (map 8 B3), Parpola Toponyms: 297 (Saʾarri), <a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: (Shaaara)</a>, <a href='https://www.geonames.org/164659/sha-arah.html' target='_blank'>Geonames: Sha‘ārah</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Saʾarri [1])</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Saʾarri [1])</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Saʾarri [Seir])</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Saʾarri [Seir])</a>"
2024-11-27-(15-51-31),new,1205,Mahanaim,"Mahanaim, Maḥanayīm, Maḫanaim, Tall adh-Dhahab al-Gharbi, Tall adh Dhahab al Gharbī, Tall adh Dhahab al Gharbi, Tell edh Dhahab el Gharbī, Tell edh Dhahab el Gharbi, تل الذهب الغربي, Dhahab el Gharbiyeh",–,32.18575,35.68667,מַּחֲנַיִם,"city, fortress","Bīt-Ḫumrî, Jordan",–,"</a>Finkelstein – Ornan (2024): <i>An Israelite Residency at Mahanaim in Transjordan?</i> Tel Aviv 51. <a href='https://doi.org/10.1080/03344355.2024.2385148' target='_blank'>https://doi.org/10.1080/03344355.2024.2385148</a>, <a href='https://www.geonames.org/249673/tall-adh-dhahab-al-gharbi.html' target='_blank'>Geonames: Tall adh Dhahab al Gharbī</a>, <a href='https://daahl.ucsd.edu/DAAHL/EsriPiPDigitizer.php' target='_blank'>DAAHL: Dhahab el Gharbiyeh</a>"
2024-11-27-(16-08-31),new,1206,Penuel,"Penuel, Penūel, Tall adh-Dhahab ash-Sharqi, Tall adh Dhahab ash Sharqī, Tall adh Dhahab ash Sharqi, Tell edh Dhahab esh Sharqī, Tell edh Dhahab esh Sharqi, تل الذهب الشرقي, Dhahab el Sharqiyeh",–,32.1856,35.6926,פְּנוּאֵל,"capital, city","Bīt-Ḫumrî, Jordan",–,"Finkelstein – Ornan (2024): <i>An Israelite Residency at Mahanaim in Transjordan?</i> Tel Aviv 51. <a href='https://doi.org/10.1080/03344355.2024.2385148' target='_blank'>https://doi.org/10.1080/03344355.2024.2385148</a>, <a href='https://daahl.ucsd.edu/DAAHL/EsriPiPDigitizer.php' target='_blank'>DAAHL: Dhahab el Sharqiyeh</a>, <a href='https://www.geonames.org/249672/tall-adh-dhahab-ash-sharqi.html' target='_blank'>Geonames: Tall adh Dhahab ash Sharqī</a>"
2024-11-27-(16-09-15),new,1207,Penuel,"Penuel, Penūel, Tall adh-Dhahab ash-Sharqi, Tall adh Dhahab ash Sharqī, Tall adh Dhahab ash Sharqi, Tell edh Dhahab esh Sharqī, Tell edh Dhahab esh Sharqi, تل الذهب الشرقي, Dhahab el Sharqiyeh",–,32.1856,35.6926,פְּנוּאֵל,"capital, city","Bīt-Ḫumrî, Jordan",–,"Finkelstein – Ornan (2024): <i>An Israelite Residency at Mahanaim in Transjordan?</i> Tel Aviv 51. <a href='https://doi.org/10.1080/03344355.2024.2385148' target='_blank'>https://doi.org/10.1080/03344355.2024.2385148</a>, <a href='https://daahl.ucsd.edu/DAAHL/EsriPiPDigitizer.php' target='_blank'>DAAHL: Dhahab el Sharqiyeh</a>, <a href='https://www.geonames.org/249672/tall-adh-dhahab-ash-sharqi.html' target='_blank'>Geonames: Tall adh Dhahab ash Sharqī</a>"
2024-11-27-(19-13-44),new,1207,Eṣjōn-gever,"Eṣjōn-gever, Esjōn-geber, ʿEṣyōn Gevēr, ʿEṣyon Geber, ʿEṣyon Gever, Ezion Geber, Ezion-geber, Ezion-Geber, עֶצְיֹן גֶּבֶר, עֶצְיֹון גָּבֶר, Gasion Gabel (?), Tell al-Khulayfa, Tall al Khulayfah, Tell el-Kheleifeh, Tall al Khalifah, Tall al Khalīfah, Tell el-Chulefi, تل الخليفة, Gezîra Fara‘ûn (?), Jazīrat Fir‘awn (?), Jazirat Firawn (?), Geziret Fara'un (?), جزيرة فرعون, Pharaoh's island (?), Jazīrat al Qaryah (?), Geziret el Qreiya (?), جزيرة القرية, Coral island (?)",–,29.5472,34.9803,"עֶצְיֹן גֶּבֶר, עֶצְיֹון גָּבֶר","city, seaport, fortress","Udūmu, Iaʾūdu, Jordan, Egypt (?)",–,"1 Kings 9:26, 2 Chronicles 8:17, <a href='https://www.ancientportsantiques.com/the-catalogue/' target='_blank'>Ancient Ports: Ezion Geber?/Gasion Gabel? (Tell al-Khulayfa)</a>, <a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: (Tell el-Kheleifeh)?</a>, <a href='https://daahl.ucsd.edu/DAAHL/EsriPiPDigitizer.php' target='_blank'>DAAHL: Tall al Khulayfah</a>, <a href='https://www.geonames.org/246603/tall-al-khulayfah.html' target='_blank'>Geonames: Tall al Khulayfah</a>, <a href=https://pleiades.stoa.org/places/746700>Pleiades: Aelana/Aila</a>, <a href='https://www.ancientportsantiques.com/the-catalogue/' target='_blank'>Ancient Ports: Ezion Geber?/Gasion Gabel? (Geziret Fara'un)</a>, <a href='https://www.geonames.org/356853/jazirat-al-qaryah.html' target='_blank'>Geonames: Jazīrat al Qaryah/Jazīrat Fira‘wn</a>"
2025-01-17-(13-10-13),new,1208,Niqqu-ša-Tuplijaš,"Niqqu-ša-Tuplijaš, Niqqu-ša-Tupliyaš, Niqqi-ša-Tupliyaš, Niqi-Tubliš, Niqqu of the land Tupliaš, Niqqu-ša-Tuglijaš, Niqqu of the land Tugliaš, Niqqu, Niqum, Nikku, Eslāmābād-e Ġarb (?), Eslāmābād-e Gharb (?), اسلام آباد غرب, Ḫāniqīn (?), Khānaqīn (?), Khāneqīn (?), Khaneqin (?), Kanaqin (?), خانەقين, خانقين, Mandalī (?), Mandali (?), مندلي",–,34.31316,46.17383,"ni-qi tu-ub-li-iš, 𒉌𒆥𒌅𒌒𒇷𒅖, KUR.ni-qi šá KUR.tup-li-áš, 𒆳𒉌𒆥𒃻𒆳𒁾𒇷𒀾, URU.ni-qi-tu-ub-li-iš, 𒌷𒉌𒆥𒌅𒌒𒇷𒅖, URU.ni-qu KUR.tup-li-ia-áš, 𒌷𒉌𒄣𒆳𒁾𒇷𒅀𒀾, URU.ni-qu šá KUR.tup-li-ia-áš, 𒌷𒉌𒄣𒃻𒆳𒁾𒇷𒅀𒀾, URU.niq-qu KUR.tup-li-ia-áš, 𒌷𒊩𒌨𒄣𒆳𒁾𒇷𒅀𒀾, URU.niq-qu ša KUR.tup-li-ia-áš, 𒌷𒊩𒌨𒄣𒊭𒆳𒁾𒇷𒅀𒀾, URU.niq-qu ša KUR.tup-li-áš, 𒌷𒊩𒌨𒄣𒊭𒆳𒁾𒇷𒀾, URU.ni-qu šá KUR.tup-li-áš, 𒌷𒉌𒄣𒃻𒆳𒁾𒇷𒀾, URU.níq-qu ša KUR.tug-li-ia-áš, 𒌷𒃻𒄣𒊭𒆳𒌇𒇷𒅀𒀾","capital, city","Namri, Tuplijaš, Iran, Iraq (?)",–,"Bagg RGTC 7 3/1: 437–438, Helsinki Atlas: 17 (map 11 B2; Tugliš/Tubliš), Parpola Toponyms: 268 (Niqqu), <a href='https://www.geonames.org/30996/eslamabad-e-gharb.html' target='_blank'>Eslāmābād-e Gharb</a>, <a href='https://www.geonames.org/94591/khanaqin.html' target='_blank'>Geonames: Khānaqīn</a>, <a href='https://www.geonames.org/93709/mandali.html' target='_blank'>Mandalī</a>, <a href='https://www.ucl.ac.uk/sargon/peoplegodsplaces' target='_blank'>Assyrian empire builders: Niqi-Tubliš</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Niqi-Tubliš [1])</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Niqqu ša Tupliyaš [1])</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Niqqu ša Tupliyaš [1])</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Niqqu-ša-Tupliyaš [1])</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Niqqu-ša-Tupliyaš [1])</a>"
2025-01-22-(20-59-05),new,1209,Libê,Libê,–,–,"URU.li-bé-e, 𒌷𒇷𒁉𒂊",fortified city,"Nimme, Iraq",–,"Bagg RGTC 7 3/1: 372, Parpola Toponyms: 226, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Libe)</a>",
2025-03-06-(12-44-14),new,1210,Āl-Adad,"Āl-Adad, Al-Adad",–,–,–,"URU-<sup>d</sup>IM, URU-<sup>d</sup>IŠKUR, 𒌷𒀭𒅎",town,"Assyria, Syria (?)",–,"Bagg RGTC 7 2/1: 14 (Āl-Adad 1), <a href='https://www.ucl.ac.uk/sargon/peoplegodsplaces' target='_blank'>Assyrian empire builders: Al Adad, Al-Adad</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Al-Adad [1])</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Al-Adad [1])</a>"
2025-03-26-(13-30-49),new,1211,Šiqāft-i Gulgul,"Šiqāft-i Gulgul, Šikhaft-i Gulgul, Shiqāft-i Gulgul, Šekaft-e Golgol, شقافت گل گل, شقافت گلگل",–,33.4675,46.4843,–,monument,"Ḫalēḫasta, Iran",–,"Bagg RGTC 7 2/1: 197 (under Ḫalēḫasta), Helsinki Atlas: 30 (map 11 B3), <a href='https://zenodo.org/record/5217600' target='_blank'>CIGS: Shiqāft-i Gulgul</a>, <a href='https://pleiades.stoa.org/places/537487875' target='_blank'>Pleiades: Shiqāft-i Gulgul</a>"
2025-04-03-(00-14-49),new,1212,Zurzukka,"Zurzukka, Durdukka, Dūrdukka",–,–,–,"URU.du-ur-du-uk-ka, 𒌷𒁺𒌨𒁺𒊌𒅗, URU.du-ur-duk-ka, 𒌷𒁺𒌨𒂁𒅗, URU.zu-ur-zu-uk-ka, 𒌷𒍪𒌨𒍪𒊌𒅗","city, fortified city","Mannāja, Missi (?), Iran",–,"Bagg RGTC 7 3/2: 626, Parpola Toponyms: 115 (Dūrdukka), Parpola Toponyms: 385, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Zurzukka [1])</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Zurzukka [1])</a>"
2025-04-08-(11-38-49),new,1213,Tall Ṣabī Abiyaḍ,"Tall Ṣabī Abiyaḍ, Tall Ṣabī Ābiyaḍ, Tall Ṣabīy Abyaḍ, Tell Sabi Abyad, تل صبي أبيض, Ṣabī Ābiyaḍ, Ṣabīj Abjaḍ, Ṣabī Abyaḍ, Sabi Abyad, صبي أبيض",1,36.50357120033527,39.09293450530719,–,"fortress, city","Ḫanigalbat, Syria",–,"Akkermans – Limpens – Spoor (1993): <i>On the frontier of Assyria: excavations at Tell Sabi Abyad 1991</i>. Akkadica 84–85: 1–52., <a href='https://www.universiteitleiden.nl/en/research/research-projects/archaeology/tell-sabi-abyad-syria' target='_blank'>Tell Sabi Abyad (Syria)</a>. Leiden University., <a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: (Tell Sabi Abyad)</a>, <a href='https://www.openstreetmap.org/way/983100829' target='_blank'>OpenStreetMap: Tell Sabi Abyad</a>, <a href='https://books.openedition.org/cdf/4487' target='_blank'>MTT I/3: Tall Sabi Abyad (HIGEOMES Nr. 102)</a>, <a href='https://pleiades.stoa.org/places/413537086' target='_blank'>Pleiades: Tell Sabi Abyad</a>, <a href='https://zenodo.org/record/5217600' target='_blank'>CIGS: Tall Ṣabī Ābiyaḍ</a>, <a href='https://books.openedition.org/cdf/4487' target='_blank'>MTT I/3: Sabi Abyad III (HIGEOMES Nr. 1091)</a>, <a href='https://pleiades.stoa.org/places/293088343' target='_blank'>Pleiades: Tell Sabi Abyad</a>"
2025-04-08-(11-38-59),new,1212,Tall Ṣabī Abiyaḍ,"Tall Ṣabī Abiyaḍ, Tall Ṣabī Ābiyaḍ, Tall Ṣabīy Abyaḍ, Tell Sabi Abyad, تل صبي أبيض, Ṣabī Ābiyaḍ, Ṣabīj Abjaḍ, Ṣabī Abyaḍ, Sabi Abyad, صبي أبيض",1,36.50357120033527,39.09293450530719,–,"fortress, city","Ḫanigalbat, Syria",–,"Akkermans – Limpens – Spoor (1993): <i>On the frontier of Assyria: excavations at Tell Sabi Abyad 1991</i>. Akkadica 84–85: 1–52., <a href='https://www.universiteitleiden.nl/en/research/research-projects/archaeology/tell-sabi-abyad-syria' target='_blank'>Tell Sabi Abyad (Syria)</a>. Leiden University., <a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: (Tell Sabi Abyad)</a>, <a href='https://www.openstreetmap.org/way/983100829' target='_blank'>OpenStreetMap: Tell Sabi Abyad</a>, <a href='https://books.openedition.org/cdf/4487' target='_blank'>MTT I/3: Tall Sabi Abyad (HIGEOMES Nr. 102)</a>, <a href='https://pleiades.stoa.org/places/413537086' target='_blank'>Pleiades: Tell Sabi Abyad</a>, <a href='https://zenodo.org/record/5217600' target='_blank'>CIGS: Tall Ṣabī Ābiyaḍ</a>, <a href='https://books.openedition.org/cdf/4487' target='_blank'>MTT I/3: Sabi Abyad III (HIGEOMES Nr. 1091)</a>, <a href='https://pleiades.stoa.org/places/293088343' target='_blank'>Pleiades: Tell Sabi Abyad</a>"
2025-04-09-(18-20-19),new,1214,Qurumat,Qurumat,–,–,–,"KUR.qu-ru-mat-a-a, 𒆳𒄣𒊒𒆳𒀀𒀀",town,"Ḫābūr region (?), Balīḫ basin (?), Syria, Turkey (?) ",–,"Bagg RGTC 7 2/2: 500 (*Qurumat), <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>ATAE Glossary: Ethnic Names (Qurumataya [1])</a>"
